,people_served,elevation,cell,people_crossing_daily,injuries,deaths,near_city_centers,how_to_cross_river,len_impossible_dangerous_to_cross,time_to_nearest_safe_passage,hours_to_reach_hospital,hours_to_reach_medical_center,hours_to_reach_market,hours_to_reach_elementary,hours_to_reach_midlle_school,hours_to_reach_church,land_type_within_50m,soil_type,sand_availible,gravel_availible,stone_availible,timber_availible,stone_provided_by,sand_provided_by,gravel_provided_by,timber_provided_by,cement_provided_by,steel_provided_by,land_owner,ownership_permission,general_comments
0,1000-3000,1916m,Uwacyiza-Samiyonga,150-300,Many,No,-Nsekera,now-Simple timber bridge,1-3 months,2-3,>6,0.5-1 hours,0.5-1 hours,0.5 hours,0.5 hours,0.5-1 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 2m.-The proposed bridge span is approximately 60m.-The level difference between two banks is 1m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is hard rock for both sides.
0,1000-3000,1735m,Nyarure,150-300,Many,3,-Ndago -Munini,now-Simple timber bridge,6-9 months,2-3,0.5-1,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 6m.-The proposed bridge span is approximately 90m.-The level difference between two banks is 7m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion.-The soil from the site is silt for both sides.
0,1000-3000,1841m,Murambi,50-150,Many,No,Mumpuza,now-Simple timber bridge,1-3 months,2-3,1-2,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 4m.-The proposed bridge span is approximately 25m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,500-1000,2019m,Rukore,50-150,Many,No,-Rwishwa,now-Walking through river,3-6 months,2-3,>6,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 4m.-The proposed bridge span is approximately 55m.-The level difference between two banks is 0.03m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is confluence area near the place.-The river bed at the site is not stable  there is a possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,1000-3000,2058m,Ruhinga,50-150,No,No,Gasugi,now-Simple timber bridge,3-6 months,1-2,>6,0.5 hours,2-6 hours,0.5 hours,0.5 hours,0.5 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 5m.-The proposed bridge span is approximately 28m.-The level difference between two banks is 0.01m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between flat areas.-The soil from the site is silt for both sides.
0,3000-6000,2121m,Ruyenzi-Mishungero,50-150,No,No,Ruheru,now-Simple timber bridge,1-3 months,2-3,0.5,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 5m.-The proposed bridge span is approximately 35m.-The level difference between two banks is 1.3m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is a confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion.-The soil from the site is silt for both sides.
0,500-1000,1994m,Gahurizo-Rugerero,50-150,-Many,No,Gahurizo,now-Walking through river,6-9 months,2-3,>6,1-2 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,0.5-1 hours,bank-flat,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Private,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 20m.-The level difference between two banks is 0.02m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,2255m,Nkomane,>600,1,No,-Gashasho -Mahoko,now-Simple timber bridge,3-6 months,1-2,1-2,0.5 hours,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Clay ,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 4m.-The proposed bridge span is approximately 50m.-The level difference between two banks is 0.05m(Almost the same).-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is not stable  there is a possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between two hills.-The soil from the site is clay for both sides.
0,1000-3000,2027m,Rusongati,150-300,Many,No,-Gashasho -Mahoko,now-Walking through river,9-12 months,2-3,1-2,0.5 hours,0.5-1 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,hard rock,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 10m.-The proposed bridge span is approximately 65m.-The level difference between two banks is 2m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is showing a sign of erosion and it is located between a hill and an elevated area.-The soil from the site is hard rock for both sides.
0,1000-3000,1515m,Rutangamundu-Gahororo,300-600,Many,No,-Burega -Muyanza -Kiyanza,now-Simple timber bridge,3-6 months,2-3,2-6,1-2 hours,0.5-1 hours,0.5-1 hours,1-2 hours,0.5-1 hours,bank-hilly,Silt,Available,Not available on site,Not,Not abvailable,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 30m.-The proposed bridge span is approximately 110m.-The level difference between two banks is 0.05m.-The space for foundation is sufficient-The free board between the lowest point of the proposed bridge and the highest flood level is sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between elevated areas.-The soil from the site is silt for both sides.
0,3000-6000,1717m,Gitare,50-150,No,No,-Base,now-Simple timber bridge,3-6 months,1-2,2-6,0.5 hours,0.5 hours,0.5 hours,0.5 hours,0.5 hours,bank-hilly,Silt,Available,Not available on site,Available,Available,Sector,Sector,District,District,Can not be provided at the time ,Can not be provided at the time ,Government,Yes,The proposed bridge location is near the traditional crossing point at a distance of approximately 12m.-The proposed bridge span is approximately 25m.-The level difference between two banks is 4m.-The space for foundation is sufficient for one side.-The free board between the lowest point of the proposed bridge and the highest flood level is not sufficient-There is no confluence area near the place.-The river bed at the site is stable  there is no possibility of erosion.-The river bank of the site is not showing any sign of erosion and it is located between hill and flat area.-The soil from the site is silt for both sides.
